Pane,"Relative biomass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,"MA_Calc (MA_Calc)","MA_Fleshy (MA_Fleshy)","CCA (CCA)","Pocillopora (Pocillopora)","Montipora (Montipora)","Porites_branch (Porites_branch)","Porites_mass (Porites_mass)","Octopus B (Octopus)","BenthGrazer B (BenthGrazer)","BenthDetr B (BenthDetr)","BenthCarn B (BenthCarn)","Lobster B (Lobster)","MantaRay B (MantaRay)","RovPisc B (RovPisc)","Uku B (Uku)","BFB B (BFB_group)","BFW B (BFW_group)","MesoPelScatter B (MesoPelScatter)","PreyFish B (PreyFish)","S_Plankt B (S_Plankt)","S_BenthCarn B (S_BenthCarn)","M_Plankt B (M_Plankt)","M_BenthCarn B (M_BenthCarn)","D_BenthPisc B (D_BenthPisc)","R_Other B (R_Other)","R_SmallPlankt B (R_SmallPlankt)","R_LargePlankt B (R_LargePlankt)","R_BenthCarn B (R_BenthCarn)","R_BenthPisc B (R_BenthPisc)","Parrotfish B (Parrotfish)","R_Grazer B (R_Grazer)","R_Browser B (R_Browser)","R_Coralliv B (R_Coralliv)","HawksbillT B (HawksbillT)","GreenTurtles B (GreenTurtles)","BottlenoseD B (BottlenoseD)","SpinnerD B (SpinnerD)","MonkSeals B (MonkSeals)","1: StingRay","2: MonkSeals","3: SpinnerD","4: BottlenoseD","5: GreenTurtles","6: HawksbillT","7: R_Coralliv","8: R_Browser","9: R_Grazer","10: Parrotfish","11: R_BenthPisc","12: R_BenthCarn","13: R_LargePlankt","14: R_SmallPlankt","15: R_Other","16: D_BenthPisc","17: M_BenthCarn","18: M_Plankt","19: S_BenthCarn","20: S_Plankt","21: PreyFish","22: MesoPelScatter","23: BFW_group","24: BFB_group","25: Uku","26: RovPisc","27: Sharks","28: MantaRay","29: Lobster","30: BenthCarn","31: BenthDetr","32: BenthGrazer","33: Octopus","34: BenthMeio","35: Infauna","36: Deep_FilterFeed","37: Bivalves","38: ShallowFilterFeed","39: Porites_mass","40: Porites_branch","41: Montipora","42: Pocillopora","43: Leptoseris","44: CCA","45: Turf","46: MA_Fleshy","47: MA_Calc","48: LargePhyto","49: SmallPhyto","50: Squid","51: LargeZoo","52: MedZoo","53: SmallZoo","54: GelatZoo","55: Detritus"
2032.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14297556877136,0.946349799633026,0.994175672531128,0.965653002262115,0.922783255577087,1.0010472536087,0.707721889019012,1.02087008953094,0.950466334819794,0.750552356243134,1.05740475654602,0.996441066265106,0.914826035499573,0.915594220161438,0.96081817150116,1.05568897724152,1.06869745254517,0.946915090084076,1.02038705348969,0.933127224445343,0.972651541233063,1.239142537117,0.937584459781647,0.930481433868408,1.05476450920105,0.927608788013458,1.37011909484863,0.932834982872009,1.01830267906189,1.03798711299896,1.01884484291077,1.03672134876251,1.08068239688873,1.02447962760925,1.00708568096161,1.00577878952026,1.22871160507202,1.01487672328949,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.00828516483307,1.0650829076767,1.00902271270752,1.06533527374268,1.04246842861176,1.01019418239594,0.998840868473053,1.00478339195251,0.939801871776581,1.01128435134888,1.00064694881439,1.02852749824524,1.00824856758118
2032.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.143021941185,0.945994317531586,0.996555089950562,0.967768132686615,0.923273146152496,1.00144064426422,0.706701159477234,1.02080285549164,0.950030207633972,0.75119811296463,1.05496537685394,0.996136486530304,0.914756715297699,0.915180027484894,0.960632085800171,1.05652403831482,1.06850445270538,0.946873009204865,1.02005183696747,0.93319708108902,0.972694277763367,1.23890352249146,0.938009858131409,0.930593013763428,1.05433225631714,0.92810070514679,1.3710412979126,0.932078540325165,1.01832056045532,1.03808295726776,1.01887238025665,1.03675830364227,1.08056163787842,1.02452790737152,1.00709235668182,1.00581693649292,1.22843956947327,1.01493120193481,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.0083714723587,1.06496858596802,1.00902462005615,1.06560921669006,1.04239535331726,1.01038908958435,0.998847723007202,1.00491511821747,0.940257728099823,1.01122450828552,1.00068295001984,1.02854835987091,1.00827252864838
2032.41666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14306592941284,0.945672929286957,0.998919129371643,0.969878077507019,0.923757314682007,1.0018310546875,0.705821692943573,1.02074861526489,0.949603915214539,0.751839220523834,1.05232894420624,0.995869338512421,0.914713323116302,0.914849638938904,0.960444092750549,1.05734050273895,1.06830883026123,0.94689416885376,1.01975274085999,0.933293402194977,0.972756147384644,1.23864889144897,0.938430309295654,0.930705010890961,1.05390572547913,0.928569078445435,1.37195897102356,0.931336402893066,1.01834499835968,1.03819620609283,1.01891720294952,1.03679847717285,1.08043742179871,1.02458596229553,1.00710463523865,1.00586557388306,1.22819435596466,1.01499950885773,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.00847637653351,1.06486308574677,1.00903010368347,1.06591105461121,1.04233050346375,1.01054179668427,0.998851835727692,1.00504267215729,0.940721035003662,1.01112806797028,1.0007072687149,1.0285667181015,1.0082973241806
2032.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14310812950134,0.945380806922913,1.0012674331665,0.971982479095459,0.924235880374908,1.00221872329712,0.705123364925385,1.02070724964142,0.949187874794006,0.752475917339325,1.04951965808868,0.995639681816101,0.914697051048279,0.914607167243958,0.960262298583984,1.05813825130463,1.06811141967773,0.946982860565186,1.01949310302734,0.933420121669769,0.972832500934601,1.23837566375732,0.938845694065094,0.930816829204559,1.05348455905914,0.929012835025787,1.37287175655365,0.930609047412872,1.01837646961212,1.03832578659058,1.01897668838501,1.03684234619141,1.08031105995178,1.02465093135834,1.00712156295776,1.00592243671417,1.22796976566315,1.01507914066315,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.00859391689301,1.06476604938507,1.00903856754303,1.06623470783234,1.04227292537689,1.01065981388092,0.998854279518127,1.00515246391296,0.941168069839478,1.01101219654083,1.00072348117828,1.0285736322403,1.00832223892212
2032.58333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14314949512482,0.945113301277161,1.00359976291656,0.974081337451935,0.924709141254425,1.00260388851166,0.704632520675659,1.02067840099335,0.948782384395599,0.753108441829681,1.04656374454498,0.995446860790253,0.914708614349365,0.914453148841858,0.960094630718231,1.05891740322113,1.06791400909424,0.947141766548157,1.01927638053894,0.933580875396729,0.972918689250946,1.23808062076569,0.939255952835083,0.93092805147171,1.0530686378479,0.929431140422821,1.373779296875,0.929896712303162,1.01841580867767,1.03847002983093,1.01904821395874,1.03689014911652,1.08018529415131,1.02472078800201,1.00714159011841,1.00598502159119,1.22776067256927,1.01516759395599,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.00871849060059,1.0646767616272,1.00904941558838,1.06657481193542,1.04222190380096,1.01074969768524,0.998855769634247,1.00523602962494,0.94158273935318,1.01089489459991,1.00073552131653,1.02856183052063,1.00834655761719
2032.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14319133758545,0.944866061210632,1.00591576099396,0.976174294948578,0.925177216529846,1.00298666954041,0.704360902309418,1.02066195011139,0.948387801647186,0.753737032413483,1.04348874092102,0.995289742946625,0.914748311042786,0.914384961128235,0.959948360919952,1.05967772006989,1.06771790981293,0.947371482849121,1.01910507678986,0.93377822637558,0.973009824752808,1.23776054382324,0.939660966396332,0.931038200855255,1.05265760421753,0.929823756217957,1.37468123435974,0.929199576377869,1.01846396923065,1.03862810134888,1.01912868022919,1.03694212436676,1.0800633430481,1.02479350566864,1.00716328620911,1.00605118274689,1.2275630235672,1.0152622461319,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.00884461402893,1.06459426879883,1.00906205177307,1.06692695617676,1.04217624664307,1.01081705093384,0.998856723308563,1.00528883934021,0.941956579685211,1.01079142093658,1.00074601173401,1.02852702140808,1.0083703994751
2032.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14323508739471,0.944634735584259,1.00821506977081,0.978261172771454,0.925640225410461,1.00336718559265,0.704306483268738,1.02065742015839,0.948004186153412,0.754361748695374,1.04032373428345,0.995166778564453,0.914815723896027,0.914397418498993,0.959829688072205,1.06041944026947,1.06752455234528,0.947670340538025,1.01898074150085,0.934013545513153,0.973100781440735,1.23741269111633,0.940060615539551,0.931146800518036,1.05225157737732,0.930190443992615,1.37557733058929,0.928517580032349,1.01852178573608,1.03879833221436,1.01921558380127,1.03699827194214,1.07994818687439,1.02486717700958,1.0071849822998,1.00611865520477,1.22737419605255,1.01536083221436,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.00896823406219,1.06451761722565,1.00907611846924,1.06728756427765,1.04213500022888,1.01086711883545,0.998857438564301,1.00531053543091,0.942287981510162,1.01071214675903,1.00075626373291,1.02846801280975,1.00839376449585
2032.83333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14328229427338,0.944415271282196,1.01049733161926,0.980341792106628,0.92609840631485,1.00374555587769,0.704454362392426,1.02066457271576,0.947631597518921,0.754982769489288,1.03709876537323,0.995075941085815,0.914909660816193,0.914483308792114,0.959743738174438,1.06114280223846,1.06733536720276,0.948034286499023,1.01890444755554,0.934286713600159,0.973186850547791,1.23703479766846,0.940454721450806,0.931253731250763,1.05185043811798,0.930531203746796,1.37646746635437,0.927850604057312,1.01858961582184,1.0389791727066,1.01930618286133,1.03705859184265,1.07984256744385,1.0249400138855,1.00720572471619,1.00618600845337,1.22719216346741,1.01546132564545,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.0090856552124,1.06444585323334,1.00909101963043,1.06765329837799,1.04209721088409,1.01090347766876,0.998857915401459,1.00530302524567,0.942580163478851,1.01066160202026,1.00076687335968,1.0283864736557,1.00841653347015
2032.91666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14333462715149,0.944203615188599,1.01276218891144,0.982415974140167,0.926551818847656,1.00412201881409,0.704778969287872,1.02068269252777,0.947269916534424,0.755600214004517,1.0338442325592,0.99501496553421,0.915028691291809,0.914633750915527,0.959693908691406,1.06184780597687,1.06715142726898,0.94845712184906,1.01887631416321,0.934596180915833,0.973263919353485,1.23662507534027,0.940843045711517,0.931358337402344,1.05145418643951,0.930846035480499,1.37735152244568,0.92719829082489,1.01866745948792,1.03916883468628,1.01939809322357,1.03712284564972,1.07974863052368,1.02501106262207,1.00722467899323,1.00625145435333,1.22701561450958,1.01556181907654,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.00919449329376,1.06437814235687,1.00910651683807,1.06802117824554,1.04206192493439,1.01092982292175,0.998858094215393,1.00527060031891,0.942839860916138,1.0106395483017,1.00077784061432,1.02828693389893,1.00843894481659
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14339327812195,0.943996131420136,1.01500928401947,0.984483420848846,0.92700058221817,1.00449657440186,0.705246269702911,1.02071118354797,0.946919083595276,0.756214022636414,1.03059089183807,0.994981408119202,0.915170907974243,0.914838910102844,0.95968222618103,1.06253480911255,1.06697356700897,0.948930859565735,1.01889538764954,0.934938967227936,0.973328709602356,1.23618233203888,0.941225469112396,0.931460440158844,1.0510630607605,0.931135237216949,1.37822926044464,0.92656022310257,1.01875448226929,1.03936517238617,1.01948916912079,1.03719091415405,1.07966768741608,1.02507925033569,1.00724172592163,1.00631415843964,1.22684395313263,1.01566100120544,0.379463613033295,0.740335464477539,0.544711649417877,0.42289924621582,1.00929284095764,1.06431365013123,1.009122133255,1.0683890581131,1.0420286655426,1.01094830036163,0.998858094215393,1.00521874427795,0.943075358867645,1.01064217090607,1.00078868865967,1.02817499637604,1.00846087932587
